long_window;short_window;pos_sizer_name;pos_sizer_value;slippage;APR;APR/Drawdown_factor;Deals_Count;Max_Drawdown;Recovery_Factor;Total_Return;"Total_Return_%"
350;25;mpr;1;0.005;-0.16756;0.50;48;-0.33736;0.14;-48047.28;-0.04805
